sale_price_with_floor,sale_price_with_floor_recent,sale_price_with_floor_group,sale_price_with_floor_group_recent,sale_price_with_complex_group,sale_price_with_complex_group_recent,training_volume_standard_area,training_volume_standard_year,apt_detail_pk,price
721.9788339776992,721.9788339776992,711.6041911805905,689.1914607497058,797.9282232307951,689.1914607497058,2.0,0.5538461538461539,212742,583.2913094637754
1875.2503368168084,1826.5701211846933,1889.2034110370655,1831.778117794108,1889.2034110370655,1831.778117794108,0.6153846153846154,0.8095238095238095,12,1810.2277869965303
2072.33368532207,2025.1923367023683,2033.4892140594359,2012.1378093922972,2033.4892140594359,2012.1378093922972,1.1428571428571428,0.7311827956989247,12,1942.9778247096092
2066.6767234877057,2074.219339266858,2101.1572527638295,2088.2270542852834,2101.1572527638295,2088.2270542852834,1.1428571428571428,0.7311827956989247,12,2081.76195504601
1798.178161599432,1804.0932213415356,1840.6926534958002,1855.6725422926775,1840.6926534958002,1855.6725422926775,1.3333333333333333,1.2222222222222223,13,2011.1203123151545
980.8009946636657,980.8009946636657,975.106182161397,986.4958071659346,975.106182161397,986.4958071659346,2.2857142857142856,1.2,15,954.4596507786691
446.0422075760602,446.0422075760602,449.3708807669263,459.35690033952466,443.8785700019972,432.7275148125957,2.206896551724138,2.08,21,419.4128220491312
457.7203026873488,457.7203026873488,473.3373277411623,469.342919912123,453.80911168808115,434.39185140802874,0.3076923076923077,0.4158415841584158,21,419.4128220491312
361.8080785144818,361.8080785144818,364.56756484004444,364.56756484004444,359.04859218891914,359.04859218891914,2.2962962962962963,0.9375,22,342.11323039660914
367.130252729176,366.3825332735158,367.130252729176,366.3825332735158,366.9166185989874,366.3825332735158,0.45161290322580644,0.34579439252336447,23,358.90533871691343
338.7826619488296,338.7826619488296,336.8263473053892,336.8263473053892,340.73897659227,340.73897659227,1.12,0.72,24,340.2286336418073
351.87440790364053,351.87440790364053,351.87440790364053,351.87440790364053,351.87440790364053,351.87440790364053,2.206896551724138,2.08,25,338.3407768304236
337.82198763928363,337.82198763928363,337.66409527676274,337.66409527676274,338.0701042089592,337.8896557946497,2.206896551724138,2.08,25,344.4309108133712
473.5963879073419,473.5963879073419,476.0502552021986,471.14252061248527,476.0502552021986,471.14252061248527,1.12,0.72,26,382.8032979976443
426.0593384460454,426.0593384460454,426.0593384460454,426.0593384460454,426.0593384460454,426.0593384460454,1.8666666666666667,1.391304347826087,27,426.0593384460454
341.95411838916374,336.97420404369046,361.93525619507494,367.09961181260275,361.93525619507494,367.09961181260275,1.12,0.72,27,356.3405376094198
324.4784085395439,324.4784085395439,320.14625355236706,320.2328966521106,320.14625355236706,320.2328966521106,2.2962962962962963,0.9375,28,315.38088306647256
315.38088306647256,315.38088306647256,315.38088306647256,315.38088306647256,315.38088306647256,315.38088306647256,1.12,0.72,28,315.38088306647256
549.0805490805491,549.0805490805491,534.8355348355349,549.0805490805491,548.044548044548,549.0805490805491,0.45161290322580644,0.35714285714285715,29,540.4472071138738
488.647155313822,486.632708854931,502.3414218816517,493.7120492676049,557.4672241338909,530.0871967538633,0.5217391304347826,0.31683168316831684,29,469.6538029871363
486.79133273968534,486.79133273968534,486.79133273968534,486.79133273968534,486.79133273968534,486.79133273968534,2.2,1.2071005917159763,31,484.4167408726625
498.6642920747997,492.7278124072425,495.36624781504565,491.0316753593691,495.36624781504565,491.0316753593691,0.4117647058823529,0.4824561403508772,31,486.79133273968534
490.3085853547493,490.3085853547493,487.04128977831937,493.5758809311792,487.04128977831937,493.5758809311792,1.0,0.4161073825503356,31,507.5690115761353
435.70347957639945,435.70347957639945,431.9407269482912,428.78354905586383,431.9407269482912,428.78354905586383,0.7619047619047619,0.6779661016949152,36,420.2386955790889
411.34751773049646,411.34751773049646,429.4720252167061,429.4720252167061,429.4720252167061,429.4720252167061,2.2962962962962963,1.048888888888889,38,407.8014184397163
351.985559566787,351.985559566787,352.3078906652914,352.3078906652914,352.3078906652914,352.3078906652914,0.5333333333333333,0.4158415841584158,39,339.5758122743682
557.3248407643312,557.3248407643312,561.8485813549507,561.460832161469,527.0157788071801,532.5088923815039,2.2962962962962963,0.9375,41,506.658946149392
661.0789753275883,661.0789753275883,661.0789753275883,661.0789753275883,661.0789753275883,661.0789753275883,2.206896551724138,2.08,42,661.0789753275883
568.6066186597411,568.8525557785385,586.5211961553036,592.6100814543737,586.5211961553036,592.6100814543737,1.2,1.0526315789473684,42,554.834140007083
